season,matchid,player,playerid,eventtype,minute,team
2018-2019,d8db9418,James Milner,2f90f6b8,penalty_goal,81,a
2018-2019,537717fa,Richarlison,fa031b34,goal,49,h
2018-2019,537717fa,Gylfi Sigurðsson,76dd1480,goal,72,h
2018-2019,b5d358d9,Bernardo Silva,3eb22ec9,goal,5,a
2018-2019,b5d358d9,Sergio Agüero,4d034881,goal,27,a
2018-2019,e1e4e2be,Marcus Rashford,a1d5bd30,goal,28,h
2018-2019,e1e4e2be,Anthony Martial,8b788c01,goal,72,h
2018-2019,e1e4e2be,Abdoulaye Doucouré,02b29014,goal,90,a
2018-2019,b3ee7e21,Pierre Højbjerg,8b04d6c1,goal,53,a
2018-2019,1b9e6483,Conor Coady,2928dca2,own_goal,2,h
2018-2019,1b9e6483,Dwight McNeil,fc15fb84,goal,77,h
2018-2019,9de9e8e3,Luka Milivojević,2ce2508a,penalty_goal,76,h
2018-2019,9de9e8e3,Patrick van Aanholt,5f09991f,goal,88,h
2018-2019,a89c7915,Wes Morgan,80c31c97,goal,11,h
2018-2019,a89c7915,Jamie Vardy,45963054,goal,82,h
2018-2019,7971b1a6,Kurt Zouma,ce4246f5,goal,5,a
2018-2019,7971b1a6,Bernard,ab4b3e35,goal,33,a
2018-2019,2aac7103,Víctor Camarasa,b2d03887,goal,46,h
2018-2019,2aac7103,César Azpilicueta,53cad200,goal,84,a
2018-2019,2aac7103,Ruben Loftus-Cheek,e97fd090,goal,90+1,a
2018-2019,ea0b32eb,Roberto Firmino,4c370d81,goal,16,h
2018-2019,ea0b32eb,Toby Alderweireld,f7d50789,own_goal,90,h
2018-2019,ea0b32eb,Lucas Moura,2b622f01,goal,70,a
2018-2019,5bf58a42,Aaron Ramsey,ef619b0b,goal,30,h
2018-2019,5bf58a42,Alexandre Lacazette,9dbb75ca,goal,83,h
2018-2019,658e6ed1,Diogo Jota,178ae8f8,goal,25,h
2018-2019,658e6ed1,Chris Smalling,b6964eb6,own_goal,77,h
2018-2019,658e6ed1,Scott McTominay,d93c2511,goal,13,a
2018-2019,658e6ed1,Ashley Young,be927d03,yellow_red_card,57,a
2018-2019,76199a18,Abdoulaye Doucouré,02b29014,goal,23,h
2018-2019,76199a18,Will Hughes,a0666d3e,goal,63,h
2018-2019,76199a18,Troy Deeney,82e34b69,goal,69,h
2018-2019,76199a18,Kiko Femenía,e5d01ecf,goal,75,h
2018-2019,76199a18,Ryan Babel,6438d426,goal,33,a
2018-2019,e112b3a5,Olivier Giroud,16ceb862,goal,38,h
2018-2019,e112b3a5,Eden Hazard,a39bb753,goal,60,h
2018-2019,e112b3a5,Ruben Loftus-Cheek,e97fd090,goal,63,h
2018-2019,a87fd710,Son Heung-min,92e7e919,goal,55,h
2018-2019,a87fd710,Christian Eriksen,980522ec,goal,80,h
2018-2019,2b398496,Kevin De Bruyne,e46012d4,goal,6,h
2018-2019,2b398496,Leroy Sané,2b114be3,goal,44,h
2018-2019,cb6ed621,Shane Long,9f472354,goal,9,h
2018-2019,cb6ed621,Naby Keïta,f25c8e3a,goal,36,a
2018-2019,cb6ed621,Mohamed Salah,e342ad68,goal,80,a
2018-2019,cb6ed621,Jordan Henderson,935e6b8f,goal,86,a
2018-2019,adf9a17a,Aaron Mooy,47b7e3af,penalty_goal,52,h
2018-2019,adf9a17a,Youri Tielemans,56f7a928,goal,24,a
2018-2019,adf9a17a,Jamie Vardy,45963054,goal,48,a
2018-2019,adf9a17a,James Maddison,ee38d9c5,goal,79,a
2018-2019,adf9a17a,Jamie Vardy,45963054,penalty_goal,84,a
2018-2019,dfbc30ce,Luka Milivojević,2ce2508a,penalty_goal,81,a
2018-2019,c48c3132,Ashley Barnes,2691c772,own_goal,4,h
2018-2019,c48c3132,Chris Wood,4e9a0555,goal,18,a
2018-2019,c48c3132,Ashley Westwood,495945ef,goal,20,a
2018-2019,c48c3132,Ashley Barnes,2691c772,goal,56,a
2018-2019,2da6911d,Phil Jagielka,3233eefd,goal,10,h
2018-2019,5c469753,Eden Hazard,a39bb753,goal,24,h
2018-2019,5c469753,Eden Hazard,a39bb753,goal,90,h
2018-2019,e3e6e456,Ayoze Pérez,819aa8e7,goal,32,a
2018-2019,bbdf9192,Victor Wanyama,e0900238,goal,24,h
2018-2019,bbdf9192,Lucas Moura,2b622f01,goal,27,h
2018-2019,bbdf9192,Lucas Moura,2b622f01,goal,87,h
2018-2019,bbdf9192,Lucas Moura,2b622f01,goal,90+3,h
2018-2019,3f70af93,Chris Wood,4e9a0555,goal,31,h
2018-2019,3f70af93,Chris Wood,4e9a0555,goal,90+2,h
2018-2019,a47ecafe,Tom Cairney,a8748947,goal,46,h
2018-2019,a47ecafe,Ryan Babel,6438d426,goal,69,h
2018-2019,ce640b61,Nathan Redmond,ab651565,goal,2,h
2018-2019,ce640b61,Nathan Redmond,ab651565,goal,30,h
2018-2019,ce640b61,Shane Long,9f472354,goal,71,h
2018-2019,ce640b61,Willy Boly,a4ac4b8f,goal,28,a
2018-2019,eb6b53ba,Anthony Knockaert,6c679c6d,red_card,68,h
2018-2019,eb6b53ba,Dan Gosling,7fec31a0,goal,33,a
2018-2019,eb6b53ba,Ryan Fraser,d56543a0,goal,55,a
2018-2019,eb6b53ba,David Brooks,dc4cae05,goal,74,a
2018-2019,eb6b53ba,Callum Wilson,c596fcb0,goal,82,a
2018-2019,eb6b53ba,Junior Stanislas,6992791d,goal,90+2,a
2018-2019,a5ed2a65,Paul Pogba,867239d3,penalty_goal,19,h
2018-2019,a5ed2a65,Paul Pogba,867239d3,penalty_goal,80,h
2018-2019,a5ed2a65,Felipe Anderson,9f1893b9,goal,49,a
2018-2019,839faa70,Luka Milivojević,2ce2508a,goal,81,h
2018-2019,839faa70,Raheem Sterling,b400bde0,goal,15,a
2018-2019,839faa70,Raheem Sterling,b400bde0,goal,63,a
2018-2019,839faa70,Gabriel Jesus,b66315ae,goal,90,a
2018-2019,bcd4eb6f,Sadio Mané,c691bfe2,goal,51,h
2018-2019,bcd4eb6f,Mohamed Salah,e342ad68,goal,53,h
2018-2019,b3f8966d,Troy Deeney,82e34b69,red_card,11,h
2018-2019,b3f8966d,Pierre-Emerick Aubameyang,d5dd5f1f,goal,10,a
2018-2019,b6ce8e80,Nathaniel Mendez-Laing,b4b2f632,goal,22,a
2018-2019,b6ce8e80,Sean Morrison,09fec029,goal,50,a
2018-2019,82b40b35,Phil Foden,ed1e53f3,goal,5,h
2018-2019,d0b13a22,Karlan Grant,87f7500e,goal,90+3,h
2018-2019,d0b13a22,Gerard Deulofeu,39583cfd,goal,5,a
2018-2019,d0b13a22,Gerard Deulofeu,39583cfd,goal,80,a
2018-2019,935a3490,Aleksandar Mitrović,3925dbd6,penalty_goal,53,a
2018-2019,2e2b870b,Michail Antonio,ac05f970,goal,37,h
2018-2019,2e2b870b,Lucas Pérez,a300ac7e,goal,82,h
2018-2019,2e2b870b,Jamie Vardy,45963054,goal,67,a
2018-2019,2e2b870b,Harvey Barnes,3ea50f67,goal,90+2,a
2018-2019,deab42c4,Ayoze Pérez,819aa8e7,goal,27,h
2018-2019,deab42c4,Ayoze Pérez,819aa8e7,goal,31,h
2018-2019,deab42c4,Ayoze Pérez,819aa8e7,goal,86,h
2018-2019,deab42c4,Mario Lemina,2b471f99,goal,59,a
2018-2019,225a548e,Richarlison,fa031b34,goal,13,h
2018-2019,225a548e,Gylfi Sigurðsson,76dd1480,goal,28,h
2018-2019,225a548e,Lucas Digne,1b84dbe1,goal,56,h
2018-2019,225a548e,Theo Walcott,1ecb65be,goal,64,h
2018-2019,e379285b,Mesut Özil,16380240,goal,47,h
2018-2019,e379285b,Pierre-Emerick Aubameyang,d5dd5f1f,goal,77,h
2018-2019,e379285b,Christian Benteke,ab070c55,goal,17,a
2018-2019,e379285b,Wilfried Zaha,b2bc3b1f,goal,61,a
2018-2019,e379285b,James McArthur,cee31595,goal,69,a
2018-2019,ea0a6f68,Georginio Wijnaldum,eb58eef0,goal,57,a
2018-2019,ea0a6f68,James Milner,2f90f6b8,penalty_goal,81,a
2018-2019,9c5949d8,N'Golo Kanté,b9fbae28,goal,12,h
2018-2019,9c5949d8,Gonzalo Higuaín,8a08491a,goal,14,h
2018-2019,9c5949d8,Jeff Hendrick,989d5705,goal,8,a
2018-2019,9c5949d8,Ashley Barnes,2691c772,goal,24,a
2018-2019,704df4ec,Andre Gray,c24dba2a,goal,90,h
2018-2019,704df4ec,Shane Long,9f472354,goal,1,a
2018-2019,407914e9,Christian Eriksen,980522ec,goal,88,h
2018-2019,199f42bd,Rúben Neves,44bfb6c5,goal,28,h
2018-2019,199f42bd,Matt Doherty,d557d734,goal,37,h
2018-2019,199f42bd,Diogo Jota,178ae8f8,goal,45+2,h
2018-2019,199f42bd,Sokratis Papastathopoulos,b682dcf6,goal,80,a
2018-2019,9bb5c776,Bernardo Silva,3eb22ec9,goal,54,a
2018-2019,9bb5c776,Leroy Sané,2b114be3,goal,66,a
2018-2019,89b55cfd,Naby Keïta,f25c8e3a,goal,1,h
2018-2019,89b55cfd,Sadio Mané,c691bfe2,goal,23,h
2018-2019,89b55cfd,Mohamed Salah,e342ad68,goal,45+1,h
2018-2019,89b55cfd,Sadio Mané,c691bfe2,goal,66,h
2018-2019,89b55cfd,Mohamed Salah,e342ad68,goal,83,h
2018-2019,787eb54d,Michail Antonio,ac05f970,goal,67,a
2018-2019,c6e99e2a,Ryan Babel,6438d426,goal,79,h
2018-2019,75a55372,Andre Gray,c24dba2a,goal,49,h
2018-2019,75a55372,Raúl Jiménez,b561db50,goal,41,a
2018-2019,75a55372,Diogo Jota,178ae8f8,goal,77,a
2018-2019,c78ca5a2,Shane Long,9f472354,goal,12,h
2018-2019,c78ca5a2,James Ward-Prowse,3515d404,goal,55,h
2018-2019,c78ca5a2,Matt Targett,e514ab62,goal,67,h
2018-2019,c78ca5a2,Dan Gosling,7fec31a0,goal,20,a
2018-2019,c78ca5a2,Callum Wilson,c596fcb0,goal,32,a
2018-2019,c78ca5a2,Callum Wilson,c596fcb0,goal,86,a
2018-2019,dad6d374,Pascal Groß,8aec0537,goal,75,h
2018-2019,dad6d374,Ayoze Pérez,819aa8e7,goal,18,a
2018-2019,373a22ae,Youri Tielemans,56f7a928,goal,59,h
2018-2019,373a22ae,Jamie Vardy,45963054,goal,86,h
2018-2019,373a22ae,Jamie Vardy,45963054,goal,90+5,h
2018-2019,373a22ae,Ainsley Maitland-Niles,e3a5814e,yellow_red_card,36,a
2018-2019,4d9c7f23,Sergio Agüero,4d034881,goal,63,a
2018-2019,b7a64fc3,Juan Mata,29733c72,goal,11,h
2018-2019,b7a64fc3,Marcos Alonso,f4290206,goal,43,a
2018-2019,f9a6ed1d,Ben Mee,8df7a2fb,own_goal,17,h
2018-2019,f9a6ed1d,Séamus Coleman,0420d84f,goal,20,h
2018-2019,a6d84ca8,Nathan Aké,eaeca114,goal,90+1,h
2018-2019,a6d84ca8,Son Heung-min,92e7e919,red_card,43,a
2018-2019,a6d84ca8,Juan Foyth,6c7762c3,red_card,48,a
2018-2019,0cf7f89d,Leander Dendoncker,5a7301ae,goal,75,h
2018-2019,11aacbe5,Marko Arnautović,00459419,goal,16,h
2018-2019,11aacbe5,Marko Arnautović,00459419,goal,69,h
2018-2019,11aacbe5,Ryan Fredericks,c067631c,goal,72,h
2018-2019,521ebfbb,Martin Kelly,d7492450,own_goal,31,h
2018-2019,521ebfbb,Bobby Reid,0f7533cd,goal,90,h
2018-2019,521ebfbb,Wilfried Zaha,b2bc3b1f,goal,28,a
2018-2019,521ebfbb,Michy Batshuayi,2973d8ff,goal,39,a
2018-2019,521ebfbb,Andros Townsend,b28bbd58,goal,70,a
2018-2019,0faa6fe4,Christian Atsu,8816329f,goal,20,h
2018-2019,0faa6fe4,Salomón Rondón,b318a643,goal,54,h
2018-2019,0faa6fe4,Virgil van Dijk,e06683ca,goal,13,a
2018-2019,0faa6fe4,Mohamed Salah,e342ad68,goal,28,a
2018-2019,0faa6fe4,Divock Origi,43a166b4,goal,86,a
2018-2019,3c0da213,Isaac Mbenza,aa1a8c7e,goal,60,h
2018-2019,3c0da213,Scott McTominay,d93c2511,goal,8,a
2018-2019,bdf4e58c,Ruben Loftus-Cheek,e97fd090,goal,48,h
2018-2019,bdf4e58c,David Luiz,c0e27d1a,goal,51,h
2018-2019,bdf4e58c,Gonzalo Higuaín,8a08491a,goal,75,h
2018-2019,0fdf10d7,Pierre-Emerick Aubameyang,d5dd5f1f,penalty_goal,9,h
2018-2019,0fdf10d7,Glenn Murray,f2f29dda,penalty_goal,61,a
2018-2019,7c779d41,Vincent Kompany,d2bff301,goal,70,h
2018-2019,7308fc7b,Nathaniel Mendez-Laing,b4b2f632,penalty_goal,23,a
2018-2019,7308fc7b,Nathaniel Mendez-Laing,b4b2f632,goal,54,a
2018-2019,13fb2984,Glenn Murray,f2f29dda,goal,27,h
2018-2019,13fb2984,Sergio Agüero,4d034881,goal,28,a
2018-2019,13fb2984,Aymeric Laporte,119b9a8e,goal,38,a
2018-2019,13fb2984,Riyad Mahrez,892d5bb1,goal,63,a
2018-2019,13fb2984,İlkay Gündoğan,819b3158,goal,72,a
2018-2019,06832a45,Nathan Redmond,ab651565,goal,41,h
2018-2019,06832a45,Alex Pritchard,ff9fcd4d,goal,55,a
2018-2019,63c1d6b9,Sadio Mané,c691bfe2,goal,17,h
2018-2019,63c1d6b9,Sadio Mané,c691bfe2,goal,81,h
2018-2019,c183610d,Jonjo Shelvey,3727dd3c,goal,9,a
2018-2019,c183610d,Ayoze Pérez,819aa8e7,goal,11,a
2018-2019,c183610d,Fabian Schär,c8aa95da,goal,61,a
2018-2019,c183610d,Salomón Rondón,b318a643,goal,90,a
2018-2019,23ad3530,Michy Batshuayi,2973d8ff,goal,24,h
2018-2019,23ad3530,Michy Batshuayi,2973d8ff,goal,32,h
2018-2019,23ad3530,Jack Simpson,76fa5f80,own_goal,37,h
2018-2019,23ad3530,Patrick van Aanholt,5f09991f,goal,65,h
2018-2019,23ad3530,Andros Townsend,b28bbd58,goal,80,h
2018-2019,23ad3530,Jefferson Lerma,9b5ce51a,goal,45,a
2018-2019,23ad3530,Jordon Ibe,9f736ed2,goal,56,a
2018-2019,23ad3530,Joshua King,43458538,goal,73,a
2018-2019,302b231e,Ashley Barnes,2691c772,goal,65,h
2018-2019,302b231e,Pierre-Emerick Aubameyang,d5dd5f1f,goal,52,a
2018-2019,302b231e,Pierre-Emerick Aubameyang,d5dd5f1f,goal,63,a
2018-2019,302b231e,Eddie Nketiah,a53649b7,goal,90+4,a
2018-2019,5713b7fd,Eric Dier,ac861941,goal,3,h
2018-2019,5713b7fd,Christian Eriksen,980522ec,goal,75,h
2018-2019,5713b7fd,Theo Walcott,1ecb65be,goal,69,a
2018-2019,5713b7fd,Cenk Tosun,9a104dee,goal,72,a
2018-2019,db4d7668,Gerard Deulofeu,39583cfd,goal,46,h
2018-2019,db4d7668,José Holebas,12aa7661,red_card,48,h
2018-2019,db4d7668,Mark Noble,ff527768,goal,15,a
2018-2019,db4d7668,Manuel Lanzini,26f6dca8,goal,39,a
2018-2019,db4d7668,Marko Arnautović,00459419,goal,71,a
2018-2019,db4d7668,Mark Noble,ff527768,penalty_goal,78,a
2017-2018,e3c3ddf0,Alexandre Lacazette,9dbb75ca,goal,2,h
2017-2018,e3c3ddf0,Danny Welbeck,ce5143da,goal,45+2,h
2017-2018,e3c3ddf0,Aaron Ramsey,ef619b0b,goal,83,h
2017-2018,e3c3ddf0,Olivier Giroud,16ceb862,goal,85,h
2017-2018,e3c3ddf0,Shinji Okazaki,68796d61,goal,5,a
2017-2018,e3c3ddf0,Jamie Vardy,45963054,goal,29,a
2017-2018,e3c3ddf0,Jamie Vardy,45963054,goal,56,a
2017-2018,60f6cc1d,Stefano Okaka,601ef102,goal,8,h
2017-2018,60f6cc1d,Abdoulaye Doucouré,02b29014,goal,32,h
2017-2018,60f6cc1d,Miguel Britos,356a9a62,goal,90+3,h
2017-2018,60f6cc1d,Sadio Mané,c691bfe2,goal,29,a
2017-2018,60f6cc1d,Roberto Firmino,4c370d81,penalty_goal,55,a
2017-2018,60f6cc1d,Mohamed Salah,e342ad68,goal,57,a
2017-2018,684f704a,Ahmed Hegazi,5540c9dc,goal,31,h
2017-2018,7c834541,Wayne Rooney,f07be45a,goal,45+1,h
2017-2018,71b00bca,Gary Cahill,7914b9fe,red_card,14,h
2017-2018,71b00bca,Álvaro Morata,129af0db,goal,69,h
2017-2018,71b00bca,Cesc Fàbregas,33508c78,yellow_red_card,81,h
2017-2018,71b00bca,David Luiz,c0e27d1a,goal,88,h
2017-2018,71b00bca,Sam Vokes,1d6ac165,goal,24,a
2017-2018,71b00bca,Stephen Ward,3831b9fe,goal,39,a
2017-2018,71b00bca,Sam Vokes,1d6ac165,goal,43,a
2017-2018,2d369d17,Joel Ward,8a7ff278,own_goal,23,a
2017-2018,2d369d17,Steve Mounié,19ba6c6d,goal,26,a
2017-2018,2d369d17,Steve Mounié,19ba6c6d,goal,78,a
2017-2018,072bfc99,Sergio Agüero,4d034881,goal,70,a
2017-2018,072bfc99,Lewis Dunk,282f75f3,own_goal,75,a
2017-2018,d8a995d7,Jonjo Shelvey,3727dd3c,red_card,48,h
2017-2018,d8a995d7,Dele Alli,cea4ee8f,goal,61,a
2017-2018,d8a995d7,Ben Davies,44781702,goal,70,a
2017-2018,f5d1f6f4,Romelu Lukaku,5eae500a,goal,33,h
2017-2018,f5d1f6f4,Romelu Lukaku,5eae500a,goal,52,h
2017-2018,f5d1f6f4,Anthony Martial,8b788c01,goal,87,h
2017-2018,f5d1f6f4,Paul Pogba,867239d3,goal,90,h
2017-2018,9c09e079,Eric Bailly,a1232f4e,goal,45,a
2017-2018,9c09e079,Romelu Lukaku,5eae500a,goal,80,a
2017-2018,9c09e079,Paul Pogba,867239d3,goal,82,a
2017-2018,9c09e079,Anthony Martial,8b788c01,goal,84,a
2017-2018,4dc6e9ad,Manolo Gabbiadini,8f866fe8,goal,11,h
2017-2018,4dc6e9ad,Dušan Tadić,2475dcc6,penalty_goal,38,h
2017-2018,4dc6e9ad,Charlie Austin,8d228291,penalty_goal,90+3,h
2017-2018,4dc6e9ad,Marko Arnautović,00459419,red_card,33,a
2017-2018,4dc6e9ad,Javier Hernández,189cee7b,goal,45,a
2017-2018,4dc6e9ad,Javier Hernández,189cee7b,goal,74,a
2017-2018,e487b860,Shinji Okazaki,68796d61,goal,1,h
2017-2018,e487b860,Harry Maguire,d8931174,goal,54,h
2017-2018,21fec287,Richarlison,fa031b34,goal,73,a
2017-2018,21fec287,Étienne Capoue,5acc4a10,goal,86,a
2017-2018,e868e7b5,Hal Robson-Kanu,fb2dec57,goal,71,a
2017-2018,e868e7b5,Hal Robson-Kanu,fb2dec57,red_card,83,a
2017-2018,ea1213ed,Sadio Mané,c691bfe2,goal,73,h
2017-2018,37f97732,Jesé,4a537185,goal,47,h
2017-2018,3786388c,Aaron Mooy,47b7e3af,goal,50,h
2017-2018,1bf15b95,Michy Batshuayi,2973d8ff,own_goal,82,h
2017-2018,1bf15b95,Marcos Alonso,f4290206,goal,24,a
2017-2018,1bf15b95,Marcos Alonso,f4290206,goal,88,a
2017-2018,424dc3f9,Kyle Walker,86dd77d1,yellow_red_card,44,h
2017-2018,424dc3f9,Raheem Sterling,b400bde0,goal,82,h
2017-2018,424dc3f9,Wayne Rooney,f07be45a,goal,35,a
2017-2018,424dc3f9,Morgan Schneiderlin,51b41c5c,yellow_red_card,88,a
2017-2018,77beb1ff,Charlie Daniels,9d107085,goal,13,h
2017-2018,77beb1ff,Gabriel Jesus,b66315ae,goal,21,a
2017-2018,77beb1ff,Raheem Sterling,b400bde0,goal,90+7,a
2017-2018,77beb1ff,Raheem Sterling,b400bde0,yellow_red_card,90+9,a
2017-2018,86d8c6b8,Tammy Abraham,f586779e,goal,44,a
2017-2018,86d8c6b8,Jordan Ayew,da052c14,goal,48,a
2017-2018,7bd57325,Miguel Britos,356a9a62,red_card,24,h
2017-2018,b7de45b7,Joselu,6265208f,goal,36,h
2017-2018,b7de45b7,Ciaran Clark,2b91cf8e,goal,72,h
2017-2018,b7de45b7,Aleksandar Mitrović,3925dbd6,goal,86,h
2017-2018,b841af28,Marcus Rashford,a1d5bd30,goal,70,h
2017-2018,b841af28,Marouane Fellaini,87575fd9,goal,82,h
2017-2018,abccb71c,Jay Rodriguez,4ab53cdb,goal,61,h
2017-2018,abccb71c,Peter Crouch,73d9bdc7,goal,77,a
2017-2018,5a276f0b,Cesc Fàbregas,33508c78,goal,27,h
2017-2018,5a276f0b,Álvaro Morata,129af0db,goal,40,h
2017-2018,9402c6ee,Dele Alli,cea4ee8f,goal,49,h
2017-2018,9402c6ee,Chris Wood,4e9a0555,goal,90+2,a
2017-2018,e4374144,Roberto Firmino,4c370d81,goal,17,h
2017-2018,e4374144,Sadio Mané,c691bfe2,goal,40,h
2017-2018,e4374144,Mohamed Salah,e342ad68,goal,57,h
2017-2018,e4374144,Daniel Sturridge,1b7ec703,goal,77,h
2017-2018,39dcce19,Sergio Agüero,4d034881,goal,24,h
2017-2018,39dcce19,Gabriel Jesus,b66315ae,goal,45+6,h
2017-2018,39dcce19,Gabriel Jesus,b66315ae,goal,53,h
2017-2018,39dcce19,Leroy Sané,2b114be3,goal,77,h
2017-2018,39dcce19,Leroy Sané,2b114be3,goal,90+1,h
2017-2018,39dcce19,Sadio Mané,c691bfe2,red_card,37,a
2017-2018,bb0151f4,Abdoulaye Doucouré,02b29014,goal,38,a
2017-2018,bb0151f4,Daryl Janmaat,45da6694,goal,66,a
2017-2018,b81fcf8d,Pascal Groß,8aec0537,goal,45,h
2017-2018,b81fcf8d,Pascal Groß,8aec0537,goal,48,h
2017-2018,b81fcf8d,Tomer Hemed,27d7453c,goal,63,h
2017-2018,b81fcf8d,James Morrison,21a66e33,goal,77,a
2017-2018,733dcf07,Jamie Vardy,45963054,penalty_goal,62,h
2017-2018,733dcf07,Álvaro Morata,129af0db,goal,41,a
2017-2018,733dcf07,N'Golo Kanté,b9fbae28,goal,50,a
2017-2018,2a7d4892,Harry Kane,21a66f6a,goal,28,a
2017-2018,2a7d4892,Christian Eriksen,980522ec,goal,42,a
2017-2018,2a7d4892,Harry Kane,21a66f6a,goal,46,a
2017-2018,2fab7d59,Danny Welbeck,ce5143da,goal,6,h
2017-2018,2fab7d59,Alexandre Lacazette,9dbb75ca,goal,27,h
2017-2018,2fab7d59,Danny Welbeck,ce5143da,goal,50,h
2017-2018,06ec2f77,Eric Maxim Choupo-Moting,0e6bc38c,goal,43,h
2017-2018,06ec2f77,Eric Maxim Choupo-Moting,0e6bc38c,goal,63,h
2017-2018,06ec2f77,Marcus Rashford,a1d5bd30,goal,45+1,a
2017-2018,06ec2f77,Romelu Lukaku,5eae500a,goal,57,a
2017-2018,96db0268,Chris Wood,4e9a0555,goal,3,h
2017-2018,d9c661eb,Jamaal Lascelles,450ab6fc,goal,76,a
2017-2018,74758ffd,Pedro Obiang,ba1e04b3,goal,72,h
2017-2018,74758ffd,André Ayew,5dbefa9d,goal,77,h
2017-2018,00836893,Andrew Surman,7d41b619,goal,67,h
2017-2018,00836893,Jermain Defoe,f1e8372d,goal,73,h
2017-2018,00836893,Solly March,bb5fbd2b,goal,55,a
2017-2018,720202a0,Steven Davis,cf15bbb1,goal,6,a
2017-2018,ab422c29,Mohamed Salah,e342ad68,goal,30,h
2017-2018,ab422c29,Scott Arfield,b1313ec4,goal,27,a
2017-2018,f9dc0d8f,Sergio Agüero,4d034881,goal,27,a
2017-2018,f9dc0d8f,Sergio Agüero,4d034881,goal,31,a
2017-2018,f9dc0d8f,Gabriel Jesus,b66315ae,goal,37,a
2017-2018,f9dc0d8f,Nicolás Otamendi,0d267745,goal,63,a
2017-2018,f9dc0d8f,Sergio Agüero,4d034881,goal,81,a
2017-2018,f9dc0d8f,Raheem Sterling,b400bde0,penalty_goal,89,a
2017-2018,8b0b0397,Laurent Depoitre,aa5859cb,goal,46,h
2017-2018,8b0b0397,Jamie Vardy,45963054,penalty_goal,50,a
2017-2018,349276f6,Christian Atsu,8816329f,goal,19,h
2017-2018,349276f6,Jamaal Lascelles,450ab6fc,goal,68,h
2017-2018,349276f6,Xherdan Shaqiri,6421ec64,goal,57,a
2017-2018,b015cd93,David Luiz,c0e27d1a,red_card,87,h
2017-2018,94bab527,Antonio Valencia,08aa17d0,goal,4,h
2017-2018,94bab527,Henrikh Mkhitaryan,dd0daf32,goal,83,h
2017-2018,94bab527,Romelu Lukaku,5eae500a,goal,89,h
2017-2018,94bab527,Anthony Martial,8b788c01,penalty_goal,90+2,h
2017-2018,8c97796b,Javier Hernández,189cee7b,goal,65,h
2017-2018,8c97796b,Cheikhou Kouyaté,8d3c902d,goal,87,h
2017-2018,8c97796b,Harry Kane,21a66f6a,goal,34,a
2017-2018,8c97796b,Harry Kane,21a66f6a,goal,38,a
2017-2018,8c97796b,Christian Eriksen,980522ec,goal,60,a
2017-2018,8c97796b,Serge Aurier,5c2b4f07,yellow_red_card,70,a
2017-2018,3af86414,Romelu Lukaku,5eae500a,goal,20,a
2017-2018,d255555f,Oumar Niasse,af721f98,goal,77,h
2017-2018,d255555f,Oumar Niasse,af721f98,goal,82,h
2017-2018,d255555f,Joshua King,43458538,goal,49,a
2017-2018,bb4b59af,Tammy Abraham,f586779e,goal,56,h
2017-2018,bb4b59af,Andre Gray,c24dba2a,goal,13,a
2017-2018,bb4b59af,Richarlison,fa031b34,goal,90,a
2017-2018,3d438a3e,Álvaro Morata,129af0db,goal,2,a
2017-2018,3d438a3e,Pedro,3ca7254a,goal,30,a
2017-2018,3d438a3e,Álvaro Morata,129af0db,goal,77,a
2017-2018,3d438a3e,Álvaro Morata,129af0db,goal,82,a
2017-2018,63496f6c,Leroy Sané,2b114be3,goal,44,h
2017-2018,63496f6c,Raheem Sterling,b400bde0,goal,51,h
2017-2018,63496f6c,Raheem Sterling,b400bde0,goal,59,h
2017-2018,63496f6c,Sergio Agüero,4d034881,goal,79,h
2017-2018,63496f6c,Fabian Delph,111c3236,goal,89,h
2017-2018,4bdab275,Shinji Okazaki,68796d61,goal,45+3,h
2017-2018,4bdab275,Jamie Vardy,45963054,goal,69,h
2017-2018,4bdab275,Mohamed Salah,e342ad68,goal,15,a
2017-2018,4bdab275,Philippe Coutinho,0ef89a37,goal,23,a
2017-2018,4bdab275,Jordan Henderson,935e6b8f,goal,68,a
2017-2018,a7efd775,Tomer Hemed,27d7453c,goal,51,h
2017-2018,b46b6153,Alexandre Lacazette,9dbb75ca,goal,20,h
2017-2018,b46b6153,Alexandre Lacazette,9dbb75ca,penalty_goal,67,h
2017-2018,f25c2561,Harry Kane,21a66f6a,goal,9,a
2017-2018,f25c2561,Ben Davies,44781702,goal,16,a
2017-2018,f25c2561,Harry Kane,21a66f6a,goal,23,a
2017-2018,f25c2561,Moussa Sissoko,2acd49b9,goal,90+1,a
2017-2018,44cd18c0,Mame Biram Diouf,7f4f3e49,goal,40,h
2017-2018,44cd18c0,Peter Crouch,73d9bdc7,goal,85,h
2017-2018,44cd18c0,Maya Yoshida,caffaf5a,goal,75,a
2017-2018,a720cc9e,Juan Mata,29733c72,goal,3,h
2017-2018,a720cc9e,Marouane Fellaini,87575fd9,goal,35,h
2017-2018,a720cc9e,Marouane Fellaini,87575fd9,goal,49,h
2017-2018,a720cc9e,Romelu Lukaku,5eae500a,goal,86,h
2017-2018,d96be99d,Salomón Rondón,b318a643,goal,18,h
2017-2018,d96be99d,Jonny Evans,f8fcd2a5,goal,21,h
2017-2018,d96be99d,Abdoulaye Doucouré,02b29014,goal,37,a
2017-2018,d96be99d,Richarlison,fa031b34,goal,90+5,a
