season,matchid,player,playerid,eventtype,minute,team
2019-2020,c4d88352,Luka Milivojević,2ce2508a,goal,12,a
2019-2020,c4d88352,Jordan Ayew,da052c14,goal,23,a
2019-2020,4e501da1,Allan Saint-Maximin,2b16cb1a,goal,55,h
2019-2020,4e501da1,Matt Ritchie,71ef519e,goal,69,h
2019-2020,4e501da1,Joelinton,c17bfb65,goal,78,h
2019-2020,4e501da1,John Egan,debe38a0,yellow_red_card,50,a
2019-2020,827d4651,Kortney Hause,bf8fad51,goal,43,h
2019-2020,827d4651,Christian Pulisic,1bf33a9a,goal,60,a
2019-2020,827d4651,Olivier Giroud,16ceb862,goal,62,a
2019-2020,b1d3ebde,Phil Foden,ed1e53f3,goal,22,h
2019-2020,b1d3ebde,Riyad Mahrez,892d5bb1,goal,43,h
2019-2020,b1d3ebde,Riyad Mahrez,892d5bb1,penalty_goal,45+3,h
2019-2020,b1d3ebde,David Silva,e2716bd0,goal,51,h
2019-2020,b1d3ebde,Phil Foden,ed1e53f3,goal,63,h
2019-2020,8fc12d99,Tomáš Souček,6613c819,own_goal,64,h
2019-2020,8fc12d99,Harry Kane,21a66f6a,goal,82,h
2019-2020,54cdce8b,Anthony Martial,8b788c01,goal,7,h
2019-2020,54cdce8b,Anthony Martial,8b788c01,goal,44,h
2019-2020,54cdce8b,Anthony Martial,8b788c01,goal,74,h
2019-2020,66027e20,Dwight Gayle,e58a03c6,goal,68,h
2019-2020,66027e20,Ahmed Elmohamady,615ef733,goal,83,a
2019-2020,49724d90,Michael Keane,c5b7c315,goal,55,a
2019-2020,4f61e5af,Raúl Jiménez,b561db50,goal,60,h
2019-2020,c486cf76,Trent Alexander-Arnold,cd1acf9d,goal,23,h
2019-2020,c486cf76,Mohamed Salah,e342ad68,goal,44,h
2019-2020,c486cf76,Fabinho,7f3b388c,goal,55,h
2019-2020,c486cf76,Sadio Mané,c691bfe2,goal,69,h
2019-2020,38757aa1,Jack Stephens,6adbc307,red_card,85,h
2019-2020,38757aa1,Eddie Nketiah,a53649b7,goal,20,a
2019-2020,38757aa1,Joe Willock,a3b03921,goal,86,a
2019-2020,965fbb94,Jay Rodriguez,4ab53cdb,goal,73,h
2019-2020,bc237647,Christian Pulisic,1bf33a9a,goal,36,h
2019-2020,bc237647,Willian,8b9ebd03,penalty_goal,78,h
2019-2020,bc237647,Kevin De Bruyne,e46012d4,goal,55,a
2019-2020,bc237647,Fernandinho,101da2b5,red_card,77,a
2019-2020,b4483d72,Leander Dendoncker,5a7301ae,goal,62,a
2019-2020,37720dc3,Jan Bednarek,4115ce4e,own_goal,79,h
2019-2020,37720dc3,Danny Ings,07802f7f,goal,16,a
2019-2020,37720dc3,Danny Ings,07802f7f,goal,70,a
2019-2020,37720dc3,James Ward-Prowse,3515d404,goal,82,a
2019-2020,d7661a5f,Ben Mee,8df7a2fb,goal,62,a
2019-2020,be321c59,Mason Greenwood,58eee997,goal,16,a
2019-2020,be321c59,Bruno Fernandes,507c7bdf,goal,29,a
2019-2020,be321c59,Bruno Fernandes,507c7bdf,goal,50,a
2019-2020,c2c7ebbf,Richarlison,fa031b34,goal,10,h
2019-2020,c2c7ebbf,Gylfi Sigurðsson,76dd1480,penalty_goal,16,h
2019-2020,c2c7ebbf,Kelechi Iheanacho,c92e1a31,goal,51,a
2019-2020,92aaad57,Dan Gosling,7fec31a0,goal,90+4,h
2019-2020,92aaad57,Dwight Gayle,e58a03c6,goal,5,a
2019-2020,92aaad57,Sean Longstaff,a2b105e0,goal,30,a
2019-2020,92aaad57,Miguel Almirón,862a1c15,goal,57,a
2019-2020,92aaad57,Valentino Lazaro,016ff750,goal,77,a
2019-2020,cb52b4c8,Pierre-Emerick Aubameyang,d5dd5f1f,goal,33,h
2019-2020,cb52b4c8,Granit Xhaka,e61b8aee,goal,37,h
2019-2020,cb52b4c8,Pierre-Emerick Aubameyang,d5dd5f1f,goal,67,h
2019-2020,cb52b4c8,Cédric Soares,839c14e1,goal,81,h
2019-2020,5df18070,Tomáš Souček,6613c819,goal,45+2,h
2019-2020,5df18070,Michail Antonio,ac05f970,goal,51,h
2019-2020,5df18070,Andriy Yarmolenko,849c826a,goal,89,h
2019-2020,5df18070,Willian,8b9ebd03,penalty_goal,42,a
2019-2020,5df18070,Willian,8b9ebd03,goal,72,a
2019-2020,70507f3c,Sander Berge,d0b6129f,goal,31,h
2019-2020,70507f3c,Lys Mousset,d9cfca3d,goal,69,h
2019-2020,70507f3c,Oliver McBurnie,78b8ac63,goal,84,h
2019-2020,70507f3c,Harry Kane,21a66f6a,goal,90,a
2019-2020,5dffd237,Kevin De Bruyne,e46012d4,penalty_goal,25,h
2019-2020,5dffd237,Raheem Sterling,b400bde0,goal,35,h
2019-2020,5dffd237,Phil Foden,ed1e53f3,goal,45,h
2019-2020,5dffd237,Alex Oxlade-Chamberlain,38c7feef,own_goal,66,h
2019-2020,aa3a3540,Leandro Trossard,38ceb24a,goal,25,a
2019-2020,88e800c1,Kelechi Iheanacho,c92e1a31,goal,49,h
2019-2020,88e800c1,Jamie Vardy,45963054,goal,77,h
2019-2020,88e800c1,Jamie Vardy,45963054,goal,90+4,h
2019-2020,8bed0062,Mason Greenwood,58eee997,goal,29,h
2019-2020,8bed0062,Marcus Rashford,a1d5bd30,penalty_goal,35,h
2019-2020,8bed0062,Anthony Martial,8b788c01,goal,45+2,h
2019-2020,8bed0062,Mason Greenwood,58eee997,goal,54,h
2019-2020,8bed0062,Bruno Fernandes,507c7bdf,goal,59,h
2019-2020,8bed0062,Junior Stanislas,6992791d,goal,15,a
2019-2020,8bed0062,Joshua King,43458538,penalty_goal,49,a
2019-2020,df13ee5b,Bukayo Saka,bc7dc64d,goal,43,a
2019-2020,df13ee5b,Alexandre Lacazette,9dbb75ca,goal,86,a
2019-2020,ee7944f1,Olivier Giroud,16ceb862,goal,28,h
2019-2020,ee7944f1,Willian,8b9ebd03,penalty_goal,43,h
2019-2020,ee7944f1,Ross Barkley,3a24769f,goal,90+2,h
2019-2020,c2378113,James Tarkowski,15ea812b,goal,43,h
2019-2020,c2378113,John Egan,debe38a0,goal,80,a
2019-2020,3d549d43,Miguel Almirón,862a1c15,goal,17,h
2019-2020,3d549d43,Jonjo Shelvey,3727dd3c,goal,67,h
2019-2020,3d549d43,Michail Antonio,ac05f970,goal,4,a
2019-2020,3d549d43,Tomáš Souček,6613c819,goal,65,a
2019-2020,c2481cad,Sadio Mané,c691bfe2,goal,71,h
2019-2020,c2481cad,Curtis Jones,4fb9c88f,goal,89,h
2019-2020,260c5c31,Che Adams,f2bf1b0f,goal,16,h
2019-2020,ba9fd89a,Michael Keane,c5b7c315,own_goal,24,h
2019-2020,7e51a0cb,Craig Dawson,3e9e06cb,goal,10,h
2019-2020,7e51a0cb,Danny Welbeck,ce5143da,goal,55,h
2019-2020,7e51a0cb,Emi Buendía,66b76d44,goal,4,a
2019-2020,61407f3d,Wilfried Zaha,b2bc3b1f,goal,34,h
2019-2020,61407f3d,Christian Benteke,ab070c55,goal,72,h
2019-2020,61407f3d,Olivier Giroud,16ceb862,goal,6,a
2019-2020,61407f3d,Christian Pulisic,1bf33a9a,goal,27,a
2019-2020,61407f3d,Tammy Abraham,f586779e,goal,71,a
2019-2020,a26b0a22,Pierre-Emerick Aubameyang,d5dd5f1f,goal,21,h
2019-2020,a26b0a22,Eddie Nketiah,a53649b7,red_card,75,h
2019-2020,a26b0a22,Jamie Vardy,45963054,goal,84,a
2019-2020,5c57bea6,Jay Rodriguez,4ab53cdb,goal,38,a
2019-2020,426dcb15,Gabriel Jesus,b66315ae,goal,10,h
2019-2020,426dcb15,Riyad Mahrez,892d5bb1,goal,21,h
2019-2020,426dcb15,Federico Fernández,f25b010f,own_goal,58,h
2019-2020,426dcb15,David Silva,e2716bd0,goal,65,h
2019-2020,426dcb15,Raheem Sterling,b400bde0,goal,90+1,h
2019-2020,f898c8ea,John Egan,debe38a0,goal,90+3,h
2019-2020,3296482a,Leandro Trossard,38ceb24a,goal,45,h
2019-2020,3296482a,Mohamed Salah,e342ad68,goal,6,a
2019-2020,3296482a,Jordan Henderson,935e6b8f,goal,8,a
2019-2020,3296482a,Mohamed Salah,e342ad68,goal,76,a
2019-2020,1357ee3b,Richarlison,fa031b34,goal,43,h
2019-2020,1357ee3b,Danny Ings,07802f7f,goal,31,a
2019-2020,61422f26,Bruno Fernandes,507c7bdf,penalty_goal,27,a
2019-2020,61422f26,Mason Greenwood,58eee997,goal,45+5,a
2019-2020,61422f26,Paul Pogba,867239d3,goal,58,a
2019-2020,ae59ff28,Troy Deeney,82e34b69,penalty_goal,52,h
2019-2020,ae59ff28,Troy Deeney,82e34b69,penalty_goal,82,h
2019-2020,ae59ff28,Dwight Gayle,e58a03c6,goal,23,a
2019-2020,1f633005,Michail Antonio,ac05f970,goal,11,a
2019-2020,1f633005,Michail Antonio,ac05f970,goal,45+1,a
2019-2020,1f633005,Michail Antonio,ac05f970,goal,54,a
2019-2020,1f633005,Michail Antonio,ac05f970,goal,74,a
2019-2020,267d7e78,Andrew Robertson,2e4f5f03,goal,34,h
2019-2020,267d7e78,Jay Rodriguez,4ab53cdb,goal,69,a
2019-2020,3f83499d,David McGoldrick,dbe56a33,goal,18,h
2019-2020,3f83499d,Oliver McBurnie,78b8ac63,goal,33,h
2019-2020,3f83499d,David McGoldrick,dbe56a33,goal,77,h
2019-2020,a24d3d6b,Raheem Sterling,b400bde0,goal,21,a
2019-2020,a24d3d6b,Gabriel Jesus,b66315ae,goal,44,a
2019-2020,a24d3d6b,Raheem Sterling,b400bde0,goal,53,a
2019-2020,a24d3d6b,Bernardo Silva,3eb22ec9,goal,56,a
2019-2020,a24d3d6b,Raheem Sterling,b400bde0,goal,81,a
2019-2020,476e8583,Raúl Jiménez,b561db50,penalty_goal,45+2,h
2019-2020,476e8583,Leander Dendoncker,5a7301ae,goal,46,h
2019-2020,476e8583,Diogo Jota,178ae8f8,goal,74,h
2019-2020,b30bf2e8,Trézéguet,3ae14ed1,goal,45+4,h
2019-2020,b30bf2e8,Trézéguet,3ae14ed1,goal,59,h
2019-2020,b30bf2e8,Christian Benteke,ab070c55,red_card,90+6,a
2019-2020,6630c721,Son Heung-min,92e7e919,goal,19,h
2019-2020,6630c721,Toby Alderweireld,f7d50789,goal,81,h
2019-2020,6630c721,Alexandre Lacazette,9dbb75ca,goal,16,a
2019-2020,d2adf574,Junior Stanislas,6992791d,penalty_goal,66,h
2019-2020,d2adf574,Dominic Solanke,e77dc3b2,goal,67,h
2019-2020,d2adf574,Jonny Evans,f8fcd2a5,own_goal,83,h
2019-2020,d2adf574,Dominic Solanke,e77dc3b2,goal,87,h
2019-2020,d2adf574,Jamie Vardy,45963054,goal,23,a
2019-2020,d2adf574,Çağlar Söyüncü,21166ff4,red_card,67,a
2019-2020,668c9423,Marcus Rashford,a1d5bd30,goal,20,h
2019-2020,668c9423,Anthony Martial,8b788c01,goal,23,h
2019-2020,668c9423,Stuart Armstrong,97333cf5,goal,12,a
2019-2020,668c9423,Michael Obafemi,caa1a7f0,goal,90+6,a
2019-2020,88d08b7b,Olivier Giroud,16ceb862,goal,45+3,h
2019-2020,a7c5d31f,Chris Wood,4e9a0555,penalty_goal,90+6,h
2019-2020,a7c5d31f,Raúl Jiménez,b561db50,goal,76,a
2019-2020,eff6988f,David Silva,e2716bd0,goal,6,h
2019-2020,eff6988f,Gabriel Jesus,b66315ae,goal,39,h
2019-2020,eff6988f,David Brooks,dc4cae05,goal,88,a
2019-2020,21cbea56,Matt Ritchie,71ef519e,goal,56,h
2019-2020,21cbea56,Son Heung-min,92e7e919,goal,27,a
2019-2020,21cbea56,Harry Kane,21a66f6a,goal,60,a
2019-2020,21cbea56,Harry Kane,21a66f6a,goal,90,a
2019-2020,12f95828,Alexandre Lacazette,9dbb75ca,goal,32,h
2019-2020,12f95828,Reiss Nelson,c5bdb6e3,goal,44,h
2019-2020,12f95828,Sadio Mané,c691bfe2,goal,20,a
2019-2020,f855bc55,Theo Walcott,1ecb65be,goal,87,h
2019-2020,f855bc55,Ezri Konsa,0313a347,goal,72,a
2019-2020,0903cee0,Ayoze Pérez,819aa8e7,goal,29,h
2019-2020,0903cee0,Demarai Gray,4468ec10,goal,79,h
2019-2020,793f900e,Danny Ings,07802f7f,goal,66,h
2019-2020,793f900e,Neal Maupay,4bcf39f6,goal,17,a
2019-2020,69a16f9d,Marcus Rashford,a1d5bd30,goal,45+1,a
2019-2020,69a16f9d,Anthony Martial,8b788c01,goal,78,a
2019-2020,249bbdaa,Michail Antonio,ac05f970,goal,6,h
2019-2020,249bbdaa,Tomáš Souček,6613c819,goal,10,h
2019-2020,249bbdaa,Declan Rice,1c7012b8,goal,36,h
2019-2020,249bbdaa,Troy Deeney,82e34b69,goal,49,a
2019-2020,9594e0b4,Emi Buendía,66b76d44,red_card,35,h
2019-2020,9594e0b4,Josip Drmić,15ea94de,red_card,45+3,h
2019-2020,9594e0b4,Chris Wood,4e9a0555,goal,45+5,a
2019-2020,9594e0b4,Ben Godfrey,9f7c837d,own_goal,80,a
2019-2020,bbd4160f,Danny Ings,07802f7f,goal,41,a
2019-2020,bbd4160f,Che Adams,f2bf1b0f,goal,90+8,a
2019-2020,d4ce66f6,James Justin,fb614c44,own_goal,6,h
2019-2020,d4ce66f6,Harry Kane,21a66f6a,goal,37,h
2019-2020,d4ce66f6,Harry Kane,21a66f6a,goal,40,h
2019-2020,d2e788d0,Richarlison,fa031b34,goal,46,a
2019-2020,70598e52,Daniel Podence,7fcc71d8,goal,41,h
2019-2020,70598e52,Jonny Castro,e28868f3,goal,68,h
2019-2020,9979847f,Raheem Sterling,b400bde0,goal,31,a
2019-2020,9979847f,Raheem Sterling,b400bde0,goal,40,a
2019-2020,9979847f,Phil Foden,ed1e53f3,goal,63,a
2019-2020,9979847f,Aymeric Laporte,119b9a8e,goal,66,a
2019-2020,ca0b21bc,Trézéguet,3ae14ed1,goal,27,h
2019-2020,bf25e016,Mason Greenwood,58eee997,goal,51,h
2019-2020,bf25e016,Michail Antonio,ac05f970,penalty_goal,45+2,a
2019-2020,a80ba6fe,Naby Keïta,f25c8e3a,goal,23,h
2019-2020,a80ba6fe,Trent Alexander-Arnold,cd1acf9d,goal,38,h
2019-2020,a80ba6fe,Georginio Wijnaldum,eb58eef0,goal,43,h
2019-2020,a80ba6fe,Roberto Firmino,4c370d81,goal,54,h
2019-2020,a80ba6fe,Alex Oxlade-Chamberlain,38c7feef,goal,84,h
2019-2020,a80ba6fe,Olivier Giroud,16ceb862,goal,45+3,a
2019-2020,a80ba6fe,Tammy Abraham,f586779e,goal,61,a
2019-2020,a80ba6fe,Christian Pulisic,1bf33a9a,goal,73,a
2019-2020,d4360fcd,Chris Wood,4e9a0555,goal,44,h
2019-2020,d4360fcd,Yves Bissouma,6c203af0,goal,20,a
2019-2020,d4360fcd,Aaron Connolly,27c01749,goal,50,a
2019-2020,3e5b45b7,Che Adams,f2bf1b0f,goal,50,h
2019-2020,3e5b45b7,Che Adams,f2bf1b0f,goal,71,h
2019-2020,3e5b45b7,Danny Ings,07802f7f,penalty_goal,84,h
2019-2020,3e5b45b7,John Lundstram,0df2b165,goal,26,a
2019-2020,a3f59c8e,Andriy Yarmolenko,849c826a,goal,85,h
2019-2020,a3f59c8e,Jack Grealish,b0b4fd3e,goal,84,a
2019-2020,9cca4ba0,Mason Mount,9674002f,goal,45+1,h
2019-2020,9cca4ba0,Olivier Giroud,16ceb862,goal,45+4,h
2019-2020,2a3b8f05,Moise Kean,3d50bcdb,goal,41,h
2019-2020,2a3b8f05,Joshua King,43458538,penalty_goal,13,a
2019-2020,2a3b8f05,Dominic Solanke,e77dc3b2,goal,45+1,a
2019-2020,2a3b8f05,Junior Stanislas,6992791d,goal,80,a
2019-2020,61616d45,Jeffrey Schlupp,3312f911,goal,53,h
2019-2020,61616d45,Harry Kane,21a66f6a,goal,13,a
2019-2020,5ecaeb4b,Pierre-Emerick Aubameyang,d5dd5f1f,penalty_goal,5,h
2019-2020,5ecaeb4b,Kieran Tierney,fce2302c,goal,24,h
2019-2020,5ecaeb4b,Pierre-Emerick Aubameyang,d5dd5f1f,goal,33,h
2019-2020,5ecaeb4b,Troy Deeney,82e34b69,penalty_goal,43,a
2019-2020,5ecaeb4b,Danny Welbeck,ce5143da,goal,66,a
2019-2020,9099d1e5,Gabriel Jesus,b66315ae,goal,11,h
2019-2020,9099d1e5,Kevin De Bruyne,e46012d4,goal,45+1,h
2019-2020,9099d1e5,Raheem Sterling,b400bde0,goal,79,h
2019-2020,9099d1e5,Riyad Mahrez,892d5bb1,goal,83,h
2019-2020,9099d1e5,Kevin De Bruyne,e46012d4,goal,90,h
2019-2020,b6b1209d,Dwight Gayle,e58a03c6,goal,1,h
2019-2020,b6b1209d,Virgil van Dijk,e06683ca,goal,38,a
2019-2020,b6b1209d,Divock Origi,43a166b4,goal,59,a
2019-2020,b6b1209d,Sadio Mané,c691bfe2,goal,89,a
2019-2020,3873cc78,Jonny Evans,f8fcd2a5,red_card,90+4,h
2019-2020,3873cc78,Bruno Fernandes,507c7bdf,penalty_goal,71,a
2019-2020,3873cc78,Jesse Lingard,810e3c74,goal,90+8,a
2018-2019,3ae83896,Paul Pogba,867239d3,penalty_goal,3,h
2018-2019,3ae83896,Luke Shaw,9c94165b,goal,83,h
2018-2019,3ae83896,Jamie Vardy,45963054,goal,90+2,a
2018-2019,dce15e01,Joselu,6265208f,goal,11,h
2018-2019,dce15e01,Jan Vertonghen,ba23a904,goal,8,a
2018-2019,dce15e01,Dele Alli,cea4ee8f,goal,18,a
2018-2019,b3a7c703,Roberto Pereyra,75f2c59f,goal,35,h
2018-2019,b3a7c703,Roberto Pereyra,75f2c59f,goal,54,h
2018-2019,d82a37a7,N'Golo Kanté,b9fbae28,goal,34,a
2018-2019,d82a37a7,Jorginho,45db685d,penalty_goal,45,a
2018-2019,d82a37a7,Pedro,3ca7254a,goal,80,a
2018-2019,352f5574,Ryan Fraser,d56543a0,goal,24,h
2018-2019,352f5574,Callum Wilson,c596fcb0,goal,90+1,h
2018-2019,30875601,Jeffrey Schlupp,3312f911,goal,41,a
2018-2019,30875601,Wilfried Zaha,b2bc3b1f,goal,79,a
2018-2019,8dc8eaeb,Rúben Neves,44bfb6c5,goal,44,h
2018-2019,8dc8eaeb,Raúl Jiménez,b561db50,goal,80,h
2018-2019,8dc8eaeb,Richarlison,fa031b34,goal,17,a
2018-2019,8dc8eaeb,Phil Jagielka,3233eefd,red_card,40,a
2018-2019,8dc8eaeb,Richarlison,fa031b34,goal,67,a
2018-2019,fc2c1788,Mohamed Salah,e342ad68,goal,19,h
2018-2019,fc2c1788,Sadio Mané,c691bfe2,goal,45+2,h
2018-2019,fc2c1788,Sadio Mané,c691bfe2,goal,53,h
2018-2019,fc2c1788,Daniel Sturridge,1b7ec703,goal,88,h
2018-2019,478e9dab,Raheem Sterling,b400bde0,goal,14,a
2018-2019,478e9dab,Bernardo Silva,3eb22ec9,goal,64,a
2018-2019,8b9218b2,Isaac Hayden,c951a6df,red_card,66,a
2018-2019,7b877ffd,Theo Walcott,1ecb65be,goal,15,h
2018-2019,7b877ffd,Richarlison,fa031b34,goal,31,h
2018-2019,7b877ffd,Danny Ings,07802f7f,goal,54,a
2018-2019,19d6b566,Marko Arnautović,00459419,penalty_goal,33,h
2018-2019,19d6b566,Callum Wilson,c596fcb0,goal,60,a
2018-2019,19d6b566,Steve Cook,3e5e4e63,goal,66,a
2018-2019,8088d605,Matt Doherty,d557d734,own_goal,29,h
2018-2019,8088d605,James Maddison,ee38d9c5,goal,45,h
2018-2019,8088d605,Jamie Vardy,45963054,red_card,66,h
2018-2019,aa8f0365,Lucas Moura,2b622f01,goal,43,h
2018-2019,aa8f0365,Kieran Trippier,21512407,goal,74,h
2018-2019,aa8f0365,Harry Kane,21a66f6a,goal,77,h
2018-2019,aa8f0365,Aleksandar Mitrović,3925dbd6,goal,52,a
2018-2019,9b69882c,Pedro,3ca7254a,goal,9,h
2018-2019,9b69882c,Álvaro Morata,129af0db,goal,20,h
2018-2019,9b69882c,Marcos Alonso,f4290206,goal,81,h
2018-2019,9b69882c,Henrikh Mkhitaryan,dd0daf32,goal,37,a
2018-2019,9b69882c,Alex Iwobi,6ca5ec4b,goal,41,a
2018-2019,64ee90d5,Sergio Agüero,4d034881,goal,25,h
2018-2019,64ee90d5,Gabriel Jesus,b66315ae,goal,31,h
2018-2019,64ee90d5,Sergio Agüero,4d034881,goal,35,h
2018-2019,64ee90d5,David Silva,e2716bd0,goal,48,h
2018-2019,64ee90d5,Sergio Agüero,4d034881,goal,75,h
2018-2019,64ee90d5,Terence Kongolo,1f9a3a04,own_goal,84,h
2018-2019,64ee90d5,Jon Gorenc Stanković,9c74fa25,goal,43,a
2018-2019,5f6c378d,James Tarkowski,15ea812b,goal,6,h
2018-2019,5f6c378d,Andre Gray,c24dba2a,goal,3,a
2018-2019,5f6c378d,Troy Deeney,82e34b69,goal,48,a
2018-2019,5f6c378d,Will Hughes,a0666d3e,goal,51,a
2018-2019,620ebbfd,Glenn Murray,f2f29dda,goal,25,h
2018-2019,620ebbfd,Shane Duffy,7314bba4,goal,27,h
2018-2019,620ebbfd,Pascal Groß,8aec0537,penalty_goal,44,h
2018-2019,620ebbfd,Romelu Lukaku,5eae500a,goal,34,a
2018-2019,620ebbfd,Paul Pogba,867239d3,penalty_goal,90+5,a
2018-2019,24e4536f,Aaron Wan-Bissaka,9e525177,red_card,75,h
2018-2019,24e4536f,James Milner,2f90f6b8,penalty_goal,45,a
2018-2019,24e4536f,Sadio Mané,c691bfe2,goal,90+3,a
2018-2019,a25a3f33,Willy Boly,a4ac4b8f,goal,57,h
2018-2019,a25a3f33,Aymeric Laporte,119b9a8e,goal,69,a
2018-2019,4e5f55cb,Ryan Bertrand,01226327,goal,52,h
2018-2019,4e5f55cb,Pierre Højbjerg,8b04d6c1,yellow_red_card,77,h
2018-2019,4e5f55cb,Demarai Gray,4468ec10,goal,56,a
2018-2019,4e5f55cb,Harry Maguire,d8931174,goal,90+2,a
2018-2019,0014076a,Nacho Monreal,d4cb83cc,goal,30,h
2018-2019,0014076a,Issa Diop,a712ca2b,own_goal,70,h
2018-2019,0014076a,Danny Welbeck,ce5143da,goal,90+2,h
2018-2019,0014076a,Marko Arnautović,00459419,goal,25,a
2018-2019,b9a56747,Adam Smith,20b104bc,red_card,61,h
2018-2019,b9a56747,Joshua King,43458538,penalty_goal,75,h
2018-2019,b9a56747,Nathan Aké,eaeca114,goal,79,h
2018-2019,b9a56747,Richarlison,fa031b34,red_card,41,a
2018-2019,b9a56747,Theo Walcott,1ecb65be,goal,56,a
2018-2019,b9a56747,Michael Keane,c5b7c315,goal,66,a
2018-2019,846881a8,Jonathan Hogg,9306d5ea,red_card,63,h
2018-2019,db5e61cc,Mohamed Salah,e342ad68,goal,23,h
2018-2019,6ad36993,Roberto Pereyra,75f2c59f,goal,53,h
2018-2019,6ad36993,José Holebas,12aa7661,goal,71,h
2018-2019,6ad36993,Wilfried Zaha,b2bc3b1f,goal,78,a
2018-2019,e8521900,Joselu,6265208f,goal,83,h
2018-2019,e8521900,Eden Hazard,a39bb753,penalty_goal,76,a
2018-2019,e8521900,DeAndre Yedlin,ae0a7ddf,own_goal,87,a
2018-2019,55af3b90,Jean Seri,10efd0e1,goal,4,h
2018-2019,55af3b90,Aleksandar Mitrović,3925dbd6,goal,36,h
2018-2019,55af3b90,Aleksandar Mitrović,3925dbd6,goal,38,h
2018-2019,55af3b90,André Schürrle,ecbb3fdf,goal,83,h
2018-2019,55af3b90,Jeff Hendrick,989d5705,goal,10,a
2018-2019,55af3b90,James Tarkowski,15ea812b,goal,41,a
2018-2019,4bda33db,Harry Kane,21a66f6a,goal,50,a
2018-2019,4bda33db,Lucas Moura,2b622f01,goal,52,a
2018-2019,4bda33db,Lucas Moura,2b622f01,goal,84,a
2018-2019,265bb7a5,Rachid Ghezzal,dc3a9a0d,goal,63,h
2018-2019,265bb7a5,Sadio Mané,c691bfe2,goal,10,a
2018-2019,265bb7a5,Roberto Firmino,4c370d81,goal,45,a
2018-2019,2909fa0b,Danny Ings,07802f7f,goal,47,a
2018-2019,2909fa0b,Pierre Højbjerg,8b04d6c1,goal,90+2,a
2018-2019,51055c21,Glenn Murray,f2f29dda,goal,67,h
2018-2019,51055c21,Glenn Murray,f2f29dda,penalty_goal,84,h
2018-2019,51055c21,André Schürrle,ecbb3fdf,goal,43,a
2018-2019,51055c21,Aleksandar Mitrović,3925dbd6,goal,62,a
2018-2019,95fc9c84,Pedro,3ca7254a,goal,72,h
2018-2019,95fc9c84,Eden Hazard,a39bb753,goal,85,h
2018-2019,c600b8ae,Adama Traoré,9a28eba4,goal,90+3,a
2018-2019,a3a1e07f,Dominic Calvert-Lewin,59e6e5bf,goal,36,h
2018-2019,a3a1e07f,Philip Billing,d328a254,goal,34,a
2018-2019,f74a4680,Raheem Sterling,b400bde0,goal,8,h
2018-2019,f74a4680,Kyle Walker,86dd77d1,goal,52,h
2018-2019,f74a4680,DeAndre Yedlin,ae0a7ddf,goal,30,a
2018-2019,c1503e09,Víctor Camarasa,b2d03887,goal,45+2,h
2018-2019,c1503e09,Danny Ward,cfb29823,goal,70,h
2018-2019,c1503e09,Shkodran Mustafi,3f2d59fe,goal,11,a
2018-2019,c1503e09,Pierre-Emerick Aubameyang,d5dd5f1f,goal,62,a
2018-2019,c1503e09,Alexandre Lacazette,9dbb75ca,goal,81,a
2018-2019,882380f8,Troy Deeney,82e34b69,goal,69,h
2018-2019,882380f8,Craig Cathcart,89e4b358,goal,76,h
2018-2019,882380f8,Abdoulaye Doucouré,02b29014,own_goal,53,a
2018-2019,c2561ae7,Romelu Lukaku,5eae500a,goal,27,a
2018-2019,c2561ae7,Romelu Lukaku,5eae500a,goal,44,a
2018-2019,c2561ae7,Marcus Rashford,a1d5bd30,red_card,71,a
2018-2019,83ca29de,Érik Lamela,abe66106,goal,90+3,h
2018-2019,83ca29de,Georginio Wijnaldum,eb58eef0,goal,39,a
2018-2019,83ca29de,Roberto Firmino,4c370d81,goal,54,a
2018-2019,2e19378a,Leroy Sané,2b114be3,goal,2,h
2018-2019,2e19378a,David Silva,e2716bd0,goal,21,h
2018-2019,2e19378a,Raheem Sterling,b400bde0,goal,47,h
2018-2019,ed9bdfa8,Ryan Fraser,d56543a0,goal,19,h
2018-2019,ed9bdfa8,Ryan Fraser,d56543a0,goal,37,h
2018-2019,ed9bdfa8,Joshua King,43458538,penalty_goal,41,h
2018-2019,ed9bdfa8,Adam Smith,20b104bc,goal,81,h
2018-2019,ed9bdfa8,Wes Morgan,80c31c97,yellow_red_card,69,a
2018-2019,ed9bdfa8,James Maddison,ee38d9c5,penalty_goal,88,a
2018-2019,ed9bdfa8,Marc Albrighton,b827d5b3,goal,89,a
2018-2019,f82c343c,Eden Hazard,a39bb753,goal,37,h
2018-2019,f82c343c,Eden Hazard,a39bb753,goal,44,h
2018-2019,f82c343c,Eden Hazard,a39bb753,penalty_goal,80,h
2018-2019,f82c343c,Willian,8b9ebd03,goal,83,h
2018-2019,f82c343c,Sol Bamba,5534217d,goal,16,a
2018-2019,b53e182d,Ciaran Clark,2b91cf8e,goal,90+1,h
2018-2019,b53e182d,Granit Xhaka,e61b8aee,goal,49,a
2018-2019,b53e182d,Mesut Özil,16380240,goal,58,a
2018-2019,74198c9b,Wilfried Zaha,b2bc3b1f,goal,38,a
2018-2019,b05c0b05,Andre Gray,c24dba2a,goal,65,h
2018-2019,b05c0b05,Romelu Lukaku,5eae500a,goal,35,a
2018-2019,b05c0b05,Chris Smalling,b6964eb6,goal,38,a
