season,matchid,player,playerid,eventtype,minute,team
2019-2020,9ef75fbe,Adrián López,88a359d4,goal,21,h
2019-2020,9ef75fbe,Iñigo Pérez,bc61cc65,goal,68,h
2019-2020,9ef75fbe,Lumor Agbenyenu,073b1b37,goal,45+1,a
2019-2020,9ef75fbe,Ante Budimir,8f3565b3,goal,65,a
2019-2020,45ba34a7,Coke,6d8f8441,goal,90+9,h
2019-2020,26275814,Koke,55126f3b,goal,30,h
2019-2020,26275814,Héctor Herrera,a8542814,own_goal,87,a
2019-2020,7cdb5230,Bryan,7b5ab7f2,goal,45+1,h
2019-2020,7cdb5230,Roger Assalé,5d5219b1,goal,78,h
2019-2020,7cdb5230,Sergio Ramos,08511d65,goal,9,a
2019-2020,7cdb5230,Marco Asensio,45af8a54,goal,52,a
2018-2019,9fe3febe,Roger Martí,0ae4e09a,goal,38,a
2018-2019,9fe3febe,José Luis Morales,4a478107,goal,54,a
2018-2019,9fe3febe,José Luis Morales,4a478107,goal,90+5,a
2018-2019,a8d60ff6,David López,f03f284b,own_goal,52,h
2018-2019,a8d60ff6,Mario Hermoso,555f3a0b,goal,45,a
2018-2019,aeeb77fc,Gerard Moreno,81f0781e,goal,16,h
2018-2019,aeeb77fc,Willian José,d87e2cae,goal,40,a
2018-2019,aeeb77fc,Juanmi,84399660,goal,71,a
2018-2019,e95b2588,Lionel Messi,d70ce98e,goal,64,h
2018-2019,e95b2588,Philippe Coutinho,0ef89a37,goal,83,h
2018-2019,e95b2588,Lionel Messi,d70ce98e,goal,90+2,h
2018-2019,446f0d99,Gonzalo Escalante,3f79a1c8,goal,69,h
2018-2019,446f0d99,Álex Gallar,36d5469c,goal,5,a
2018-2019,446f0d99,Álex Gallar,36d5469c,goal,40,a
2018-2019,d1aa3271,Adri Embarba,db8f0eba,penalty_goal,85,h
2018-2019,d1aa3271,Franco Vázquez,467bae22,goal,15,a
2018-2019,d1aa3271,André Silva,3effaa34,goal,31,a
2018-2019,d1aa3271,André Silva,3effaa34,goal,45+1,a
2018-2019,d1aa3271,André Silva,3effaa34,goal,79,a
2018-2019,25f5e47e,Dani Carvajal,4958bfb2,goal,20,h
2018-2019,25f5e47e,Gareth Bale,a58bb1e1,goal,51,h
2018-2019,1202acb1,Rodrigo,1fb1c435,goal,56,h
2018-2019,1202acb1,Ángel Correa,01eb744d,goal,26,a
2018-2019,95ac7d44,Peru Nolaskoain,857cb4f3,goal,27,h
2018-2019,95ac7d44,Iker Muniain,c05dfb74,goal,90+3,h
2018-2019,95ac7d44,Jonathan Silva,f2308b33,goal,33,a
2018-2019,aed2b90b,Ángel Rodríguez,8cfc2f69,goal,18,h
2018-2019,aed2b90b,Jorge Molina,43f71e77,goal,90,h
2018-2019,75220ead,Nabil El Zhar,37f96552,goal,54,h
2018-2019,75220ead,Nabil El Zhar,37f96552,goal,88,h
2018-2019,75220ead,David Zurutuza,d9bda115,goal,11,a
2018-2019,75220ead,Asier Illarramendi,5ce0b5ba,goal,17,a
2018-2019,9dafff66,Antoine Griezmann,df69b544,goal,63,h
2018-2019,262193b3,Ousmane Dembélé,b19db005,goal,57,a
2018-2019,9c6a2f94,Esteban Granero,1b17ed86,goal,62,h
2018-2019,9c6a2f94,Borja Iglesias,75645f0e,goal,68,h
2018-2019,5aa7f90b,Borja García,e7f4603c,goal,16,h
2018-2019,5aa7f90b,Sergio Ramos,08511d65,penalty_goal,39,a
2018-2019,5aa7f90b,Karim Benzema,70d74ece,penalty_goal,52,a
2018-2019,5aa7f90b,Gareth Bale,a58bb1e1,goal,59,a
2018-2019,5aa7f90b,Karim Benzema,70d74ece,goal,80,a
2018-2019,37c34100,José Luis Morales,4a478107,penalty_goal,78,h
2018-2019,37c34100,Pione Sisto,fd9c4805,goal,10,a
2018-2019,37c34100,Maxi Gómez,4c2e9442,goal,35,a
2018-2019,0d234b90,Markel Susaeta,6fd1ba62,goal,47,h
2018-2019,0d234b90,Yuri Berchiche,b6e50615,goal,63,h
2018-2019,0d234b90,Jorge Miramón,7f4c7c9f,goal,71,a
2018-2019,0d234b90,Ezequiel Ávila,253a06b9,goal,87,a
2018-2019,e9a96548,Marc Cardona,b92b456a,goal,26,h
2018-2019,e9a96548,Charles,c4b8bcf4,goal,90+1,h
2018-2019,e9a96548,Willian José,d87e2cae,penalty_goal,15,a
2018-2019,d376ad57,Cristhian Stuani,220c11f1,goal,54,a
2018-2019,612c7914,Maxi Gómez,4c2e9442,goal,46,h
2018-2019,612c7914,Iago Aspas,7dcf86f6,goal,52,h
2018-2019,612c7914,Stefan Savić,f6ac68c1,yellow_red_card,70,a
2018-2019,273a53fc,Gareth Bale,a58bb1e1,goal,17,h
2018-2019,273a53fc,Karim Benzema,70d74ece,goal,48,h
2018-2019,273a53fc,Karim Benzema,70d74ece,goal,61,h
2018-2019,273a53fc,Sergio Ramos,08511d65,penalty_goal,66,h
2018-2019,273a53fc,Guido Carrillo,8f898ba8,penalty_goal,24,a
2018-2019,8b8f19c0,Roger Martí,0ae4e09a,goal,13,h
2018-2019,8b8f19c0,Roger Martí,0ae4e09a,goal,33,h
2018-2019,8b8f19c0,Coke,6d8f8441,yellow_red_card,76,h
2018-2019,8b8f19c0,Denis Cheryshev,0ac94a23,goal,16,a
2018-2019,8b8f19c0,Daniel Parejo,7460ca0d,penalty_goal,52,a
2018-2019,efc2a670,Borja Bastón,8c44e37b,goal,57,h
2018-2019,efc2a670,Rubén Sobrino,19b776e9,goal,59,h
2018-2019,efc2a670,Léo Baptistão,35f6db55,penalty_goal,42,a
2018-2019,0b6d40c5,Lionel Messi,d70ce98e,goal,16,h
2018-2019,0b6d40c5,Jorge Pulido,978cd030,own_goal,24,h
2018-2019,0b6d40c5,Luis Suárez,a6154613,goal,39,h
2018-2019,0b6d40c5,Ousmane Dembélé,b19db005,goal,48,h
2018-2019,0b6d40c5,Ivan Rakitić,89f951b5,goal,52,h
2018-2019,0b6d40c5,Lionel Messi,d70ce98e,goal,61,h
2018-2019,0b6d40c5,Jordi Alba,4601e194,goal,81,h
2018-2019,0b6d40c5,Luis Suárez,a6154613,penalty_goal,90+3,h
2018-2019,0b6d40c5,Cucho,71b47ab9,goal,3,a
2018-2019,0b6d40c5,Álex Gallar,36d5469c,goal,42,a
2018-2019,386b9a82,Joaquín,4c5b14d2,goal,80,h
2018-2019,386b9a82,Roque Mesa,7c4243d4,yellow_red_card,66,a
2018-2019,3b452df0,Giannelli Imbula,b86fe156,goal,29,a
2018-2019,4bd8f1d5,Borja Garcés,bc39454c,goal,90+4,h
2018-2019,4bd8f1d5,Sergi Enrich,bb4b1242,goal,87,a
2018-2019,afa6f343,Aritz Elustondo,f7dc2ae5,goal,12,h
2018-2019,afa6f343,Luis Suárez,a6154613,goal,63,a
2018-2019,afa6f343,Ousmane Dembélé,b19db005,goal,66,a
2018-2019,bb5953f9,Iker Muniain,c05dfb74,goal,32,h
2018-2019,bb5953f9,Isco,a0b4bb3e,goal,63,a
2018-2019,6c8c4d1a,Carlos Bacca,09a9e921,goal,65,a
2018-2019,1fe6901f,Sergio García,2bee98fd,goal,52,h
2018-2019,6e8f0e3e,Ibai Gómez,9d2a3d5f,goal,90+3,a
2018-2019,a12e422c,Ángel Rodríguez,8cfc2f69,goal,3,a
2018-2019,a12e422c,Ángel Rodríguez,8cfc2f69,goal,38,a
2018-2019,bcf15aba,Cristhian Stuani,220c11f1,goal,22,h
2018-2019,bcf15aba,Pedro Alcalá,ba71d071,goal,37,h
2018-2019,bcf15aba,Cristhian Stuani,220c11f1,goal,56,h
2018-2019,bcf15aba,Iago Aspas,7dcf86f6,goal,34,a
2018-2019,bcf15aba,Sofiane Boufal,b0c71810,goal,87,a
2018-2019,bcf15aba,Gustavo Cabral,92b4a127,yellow_red_card,90+2,a
2018-2019,271adbd0,Mikel Merino,d080ed5e,goal,64,a
2018-2019,271adbd0,Juanmi,84399660,yellow_red_card,71,a
2018-2019,271adbd0,Theo Hernández,d4c9725f,red_card,82,a
2018-2019,aa996107,Raúl de Tomás,02ef8778,goal,30,h
2018-2019,aa996107,Abdoulaye Ba,1f54ed90,red_card,35,h
2018-2019,aa996107,Ximo Navarro,8db394aa,goal,8,a
2018-2019,aa996107,Ibai Gómez,9d2a3d5f,goal,34,a
2018-2019,aa996107,Jonathan Calleri,6922f806,goal,56,a
2018-2019,aa996107,Ibai Gómez,9d2a3d5f,goal,77,a
2018-2019,aa996107,Burgui,45e304c8,goal,90+5,a
2018-2019,4c66f244,Kike,e897d8ba,goal,52,h
2018-2019,68974e33,Iago Aspas,7dcf86f6,goal,5,h
2018-2019,68974e33,Maxi Gómez,4c2e9442,goal,9,h
2018-2019,68974e33,Iago Aspas,7dcf86f6,goal,54,h
2018-2019,68974e33,Óscar Plano,7c388b20,goal,39,a
2018-2019,68974e33,Enes Ünal,f8eca1b6,goal,65,a
2018-2019,68974e33,Leonardo Suárez,25c72b36,goal,90+4,a
2018-2019,33165f42,Iván Alejo,3d7e48ce,red_card,67,h
2018-2019,33165f42,David Soria,8f8c6934,own_goal,14,a
2018-2019,33165f42,Thomas Lemar,4dbd0916,goal,60,a
2018-2019,b5e24bc9,Marco Asensio,45af8a54,goal,41,h
2018-2019,6e11f898,Roger Martí,0ae4e09a,goal,12,h
2018-2019,6e11f898,Simon Kjær,8b8a56ce,own_goal,90,h
2018-2019,6e11f898,Wissam Ben Yedder,942b4f90,goal,11,a
2018-2019,6e11f898,Daniel Carriço,e1deea75,goal,21,a
2018-2019,6e11f898,Wissam Ben Yedder,942b4f90,goal,35,a
2018-2019,6e11f898,Wissam Ben Yedder,942b4f90,goal,45,a
2018-2019,6e11f898,André Silva,3effaa34,goal,49,a
2018-2019,6e11f898,Pablo Sarabia,9744ff80,goal,59,a
2018-2019,6999b1a0,Daniel Parejo,7460ca0d,red_card,58,a
2018-2019,6830d52f,Marc Bartra,b742cc0d,goal,51,h
2018-2019,6830d52f,Sergio Canales,a6de370d,goal,68,h
2018-2019,6830d52f,Iñaki Williams,6a99e0b1,goal,7,a
2018-2019,6830d52f,Raúl García,b418dbd4,goal,18,a
2018-2019,6830d52f,Markel Susaeta,6fd1ba62,yellow_red_card,45,a
2018-2019,96e8cb92,Lionel Messi,d70ce98e,goal,19,h
2018-2019,96e8cb92,Clément Lenglet,4f28a6ff,red_card,35,h
2018-2019,96e8cb92,Gerard Piqué,adfc9123,goal,63,h
2018-2019,96e8cb92,Cristhian Stuani,220c11f1,goal,45,a
2018-2019,96e8cb92,Cristhian Stuani,220c11f1,goal,51,a
2018-2019,c188683e,Mario Hermoso,555f3a0b,goal,68,h
2018-2019,61b8b4da,Jon Bautista,debc6b55,goal,5,h
2018-2019,61b8b4da,Willian José,d87e2cae,goal,78,h
2018-2019,61b8b4da,Luis Advíncula,cacadf4f,goal,31,a
2018-2019,61b8b4da,Óscar Trejo,fc647b34,penalty_goal,36,a
2018-2019,206bfcf0,Antoine Griezmann,df69b544,goal,16,h
2018-2019,206bfcf0,Thomas Partey,529f49ab,goal,29,h
2018-2019,206bfcf0,Koke,55126f3b,goal,33,h
2018-2019,2ffc9376,Nabil El Zhar,37f96552,goal,52,h
2018-2019,2ffc9376,Óscar Rodríguez Arnaiz,19709006,goal,53,h
2018-2019,2ffc9376,Philippe Coutinho,0ef89a37,goal,12,a
2018-2019,48a26407,Pablo Fornals,82927de4,goal,65,a
2018-2019,48a26407,Ramiro Funes Mori,89cbc961,goal,80,a
2018-2019,48a26407,Karl Toko Ekambi,5ceba7fc,goal,89,a
2018-2019,e90af81c,Michy Batshuayi,2973d8ff,goal,25,h
2018-2019,e90af81c,Iago Aspas,7dcf86f6,goal,82,a
2018-2019,16bb809b,André Silva,3effaa34,goal,17,h
2018-2019,16bb809b,André Silva,3effaa34,goal,21,h
2018-2019,16bb809b,Wissam Ben Yedder,942b4f90,goal,39,h
2018-2019,b83a53c3,Enes Ünal,f8eca1b6,goal,50,h
2018-2019,b83a53c3,Nacho,e29d1111,goal,56,h
2018-2019,b83a53c3,Sergio Postigo,474ecac8,goal,47,a
2018-2019,b83a53c3,Nikola Vukčević,4442fbcd,yellow_red_card,54,a
2018-2019,5be74cda,Jonathan Calleri,6922f806,goal,90+3,h
2018-2019,5be74cda,Amath,f3b1d9a2,goal,80,a
2018-2019,a9c4da3e,Loren Morón,3aa4a3be,goal,64,a
2018-2019,592e74ab,Raúl de Tomás,02ef8778,goal,6,h
2018-2019,592e74ab,Gaël Kakuta,5b1bf5e3,penalty_goal,47,h
2018-2019,592e74ab,Borja Iglesias,75645f0e,goal,19,a
2018-2019,592e74ab,Esteban Granero,1b17ed86,goal,45+1,a
2018-2019,34c786e8,Kévin Gameiro,42276181,goal,36,a
2018-2019,104beba1,Munir El Haddadi,8696bc90,goal,84,h
2018-2019,104beba1,Óscar de Marcos,9f323c71,goal,41,a
2018-2019,d97aedf7,Joan Jordán,2a0c8ba4,goal,90+9,h
2018-2019,d97aedf7,André Silva,3effaa34,goal,47,a
2018-2019,d97aedf7,Éver Banega,fa937f7a,penalty_goal,59,a
2018-2019,d97aedf7,Éver Banega,fa937f7a,goal,90+4,a
2018-2019,8bfabe21,Gonzalo Melero,3902e91b,penalty_goal,72,h
2018-2019,8bfabe21,Cristhian Stuani,220c11f1,penalty_goal,37,a
2018-2019,d88a3f0a,Leonardo Suárez,25c72b36,goal,53,a
2018-2019,bbddb46a,Jason,9038c2a1,goal,19,h
2018-2019,bbddb46a,Toño,d4ef9ac5,goal,36,h
2018-2019,bbddb46a,Rubén Sobrino,19b776e9,goal,5,a
2018-2019,637330f8,Loren Morón,3aa4a3be,goal,89,h
2018-2019,64042946,Maxi Gómez,4c2e9442,goal,33,h
2018-2019,64042946,Jaime Mata,02319ad7,goal,78,a
2018-2019,83e25acf,Iker Muniain,c05dfb74,goal,32,h
2018-2019,83e25acf,Mikel Oyarzabal,8c3c640c,penalty_goal,30,a
2018-2019,83e25acf,Luca Sangalli,7958dc65,goal,47,a
2018-2019,83e25acf,Mikel Oyarzabal,8c3c640c,penalty_goal,74,a
2018-2019,4f8ebd8c,Cristhian Stuani,220c11f1,goal,40,h
2018-2019,4f8ebd8c,Cristhian Stuani,220c11f1,goal,42,h
2018-2019,4f8ebd8c,Charles,c4b8bcf4,penalty_goal,12,a
2018-2019,4f8ebd8c,Anaitz Arbilla,850c0a0d,goal,45+5,a
2018-2019,4f8ebd8c,Sergi Enrich,bb4b1242,goal,72,a
2018-2019,e344cb66,Francisco Portillo,8e010ff4,red_card,90+1,h
2018-2019,e344cb66,Enis Bardhi,cac2537b,goal,60,a
2018-2019,6bd9667d,Manu García,05a4465d,goal,90+5,h
2018-2019,5bd83f8d,Guido Carrillo,8f898ba8,goal,14,h
2018-2019,5bd83f8d,Álvaro Medrán,31223bcf,yellow_red_card,82,a
2018-2019,b0dd4747,Rubén Alcaraz,036bba5f,goal,28,h
2018-2019,e059292a,Ángel Correa,01eb744d,goal,74,h
2018-2019,848d3555,Pablo Sarabia,9744ff80,goal,39,h
2018-2019,848d3555,Wissam Ben Yedder,942b4f90,goal,61,h
2018-2019,848d3555,Néstor Araujo,27a013f7,yellow_red_card,58,a
2018-2019,848d3555,Sofiane Boufal,b0c71810,goal,85,a
2018-2019,c60879d1,Hernán Pérez,e1cea3f7,goal,7,h
2018-2019,c60879d1,Sergi Darder,070a3904,goal,79,h
2018-2019,c60879d1,Pablo Piatti,48e89655,goal,90+2,h
2018-2019,c60879d1,Karl Toko Ekambi,5ceba7fc,goal,45,a
2018-2019,5df44b11,Ezequiel Garay,ac3fb1be,goal,2,h
2018-2019,5df44b11,Lionel Messi,d70ce98e,goal,23,a
2018-2019,02dfa469,Tomás Pina Isla,e54bd0a2,goal,58,a
2018-2019,c38c822b,Marcelo,603116a7,goal,72,h
2018-2019,c38c822b,José Luis Morales,4a478107,goal,6,a
2018-2019,c38c822b,Roger Martí,0ae4e09a,penalty_goal,13,a
2018-2019,25bbcd4f,José Luis Gayà,b05e2dbd,goal,85,h
2018-2019,25bbcd4f,Gerard Gumbau,ac454a4f,penalty_goal,63,a
2018-2019,62f320a8,Mario Gaspar,fb5d47b3,goal,65,h
2018-2019,62f320a8,Filipe Luís,e4ed2628,goal,51,a
2018-2019,ce338edb,Philippe Coutinho,0ef89a37,goal,2,h
2018-2019,ce338edb,Lionel Messi,d70ce98e,goal,12,h
2018-2019,ce338edb,Luis Suárez,a6154613,penalty_goal,63,h
2018-2019,ce338edb,Ivan Rakitić,89f951b5,goal,88,h
2018-2019,ce338edb,Pablo Sarabia,9744ff80,goal,79,a
2018-2019,ce338edb,Luis Muriel,eb2fe5b6,goal,90+1,a
2018-2019,03f64a42,Raúl de Tomás,02ef8778,goal,74,h
2018-2019,03f64a42,Óscar Trejo,fc647b34,yellow_red_card,90+3,h
2018-2019,03f64a42,Dimitri Foulquier,45e17712,goal,63,a
2018-2019,03f64a42,Sergio Akieme,06efa9dc,own_goal,67,a
2018-2019,cfd01b35,Charles,c4b8bcf4,penalty_goal,17,h
2018-2019,cfd01b35,Iñaki Williams,6a99e0b1,goal,21,a
2018-2019,b447bc32,Borja Iglesias,75645f0e,goal,41,a
2018-2019,b447bc32,Borja Iglesias,75645f0e,goal,64,a
2018-2019,01dad537,Antoñito,dbe519cf,goal,35,a
2018-2019,2ab8da78,José Pozo,fc8b614b,goal,23,h
2018-2019,2ab8da78,Iker Muniain,c05dfb74,goal,66,a
2018-2019,208c1a6e,Daniele Verde,d3298c99,goal,90+1,h
2018-2019,208c1a6e,Borja Iglesias,75645f0e,goal,20,a
2018-2019,7fb0f3bf,Portu,1bda5842,penalty_goal,34,h
2018-2019,7fb0f3bf,Portu,1bda5842,goal,45,h
2018-2019,7fb0f3bf,Anthony Lozano,38699c72,red_card,88,h
2018-2019,7fb0f3bf,Álex Gálvez,960fb42d,goal,61,a
2018-2019,51f0b015,Iago Aspas,7dcf86f6,goal,5,h
2018-2019,51f0b015,Iago Aspas,7dcf86f6,goal,36,h
2018-2019,51f0b015,Brais Méndez,c9e39d91,goal,56,h
2018-2019,51f0b015,Iago Aspas,7dcf86f6,goal,82,h
2018-2019,43c50e7d,Roger Martí,0ae4e09a,goal,14,h
2018-2019,43c50e7d,Rubén Rochina,ecd8c01e,goal,90,h
2018-2019,84a25f29,Diego Godín,fc4f85b1,goal,45,h
2018-2019,84a25f29,Filipe Luís,e4ed2628,goal,60,h
2018-2019,a7fc6107,Jorge Molina,43f71e77,goal,60,h
2018-2019,a7fc6107,Dimitri Foulquier,45e17712,goal,62,h
2018-2019,66e58adb,Philippe Coutinho,0ef89a37,goal,11,h
2018-2019,66e58adb,Luis Suárez,a6154613,penalty_goal,30,h
2018-2019,66e58adb,Luis Suárez,a6154613,goal,75,h
2018-2019,66e58adb,Luis Suárez,a6154613,goal,83,h
2018-2019,66e58adb,Arturo Vidal,67cdbc0e,goal,87,h
2018-2019,66e58adb,Marcelo,603116a7,goal,50,a
2018-2019,98f7f3a3,Jonathan Calleri,6922f806,goal,51,h
2018-2019,98f7f3a3,Borja Bastón,8c44e37b,goal,90+4,h
2018-2019,98f7f3a3,Gerard Moreno,81f0781e,goal,10,a
2018-2019,0134c8df,Pablo Sarabia,9744ff80,goal,65,h
2018-2019,0134c8df,Pablo Sarabia,9744ff80,goal,78,h
2018-2019,0134c8df,Jorge Pulido,978cd030,goal,90+3,a
2018-2019,95a089d7,Guido Carrillo,8f898ba8,goal,82,h
2018-2019,95a089d7,Antoine Griezmann,df69b544,goal,69,a
2018-2019,17463db7,Vinicius Júnior,7111d552,goal,83,h
2018-2019,17463db7,Sergio Ramos,08511d65,penalty_goal,88,h
2018-2019,824cee12,Pere Pons,29b61deb,goal,48,a
2018-2019,f7762281,José Pozo,fc8b614b,goal,35,h
2018-2019,f7762281,Álvaro García,90bbd822,goal,57,h
2018-2019,f7762281,Luis Suárez,a6154613,goal,11,a
2018-2019,f7762281,Ousmane Dembélé,b19db005,goal,87,a
2018-2019,f7762281,Luis Suárez,a6154613,goal,90,a
2018-2019,eab8ffda,Pablo de Blasis,9ab48bde,red_card,62,h
2018-2019,eab8ffda,Joan Jordán,2a0c8ba4,goal,69,h
2018-2019,eab8ffda,Papakouli Diop,7329018e,goal,90+1,h
2018-2019,eab8ffda,Manu García,05a4465d,goal,4,a
2018-2019,eab8ffda,Rubén Duarte,1fe0492d,red_card,24,a
2018-2019,de4917a5,Alfonso Pedraza,63f04c6c,goal,90+3,h
2018-2019,de4917a5,Ramiro Funes Mori,89cbc961,own_goal,77,a
2018-2019,128dec24,Xabier Etxeita,4a895384,goal,50,h
2018-2019,128dec24,Jorge Molina,43f71e77,goal,90+1,a
2018-2019,71c82ac5,Loren Morón,3aa4a3be,goal,33,h
2018-2019,71c82ac5,Junior Firpo,24f59bb2,goal,57,h
2018-2019,71c82ac5,Sergio Canales,a6de370d,goal,87,h
2018-2019,71c82ac5,Maxi Gómez,4c2e9442,goal,63,a
2018-2019,71c82ac5,Brais Méndez,c9e39d91,goal,69,a
2018-2019,71c82ac5,Maxi Gómez,4c2e9442,goal,84,a
2018-2019,fa35bf22,Borja Iglesias,75645f0e,goal,41,h
2018-2019,f7adf4ad,Chema,7f203b54,goal,4,h
2018-2019,f7adf4ad,Theo Hernández,d4c9725f,goal,73,a
2018-2019,f7adf4ad,Juanmi,84399660,goal,77,a
2018-2019,f7adf4ad,Mikel Oyarzabal,8c3c640c,goal,83,a
2018-2019,9b5a683b,Anaitz Arbilla,850c0a0d,yellow_red_card,72,a
2018-2019,887fc4e0,Bruno González,f11fe861,yellow_red_card,79,h
2018-2019,887fc4e0,Daniel Parejo,7460ca0d,penalty_goal,81,a
2018-2019,a5f0fdc0,Thomas Partey,529f49ab,goal,61,h
2018-2019,a5f0fdc0,Rodri,6434f10d,goal,80,h
2018-2019,a5f0fdc0,Diego Godín,fc4f85b1,goal,90+1,h
2018-2019,a5f0fdc0,Iñaki Williams,6a99e0b1,goal,36,a
2018-2019,a5f0fdc0,Iñaki Williams,6a99e0b1,goal,64,a
2018-2019,357d327c,Jony,244f57b9,goal,41,h
2018-2019,357d327c,Rubén Sobrino,19b776e9,goal,68,h
2018-2019,357d327c,Moi Gómez,5a626448,goal,35,a
2018-2019,8113b235,Lionel Messi,d70ce98e,penalty_goal,68,h
2018-2019,8113b235,Arturo Vidal,67cdbc0e,goal,79,h
2018-2019,8113b235,Ivan Rakitić,89f951b5,yellow_red_card,81,h
2018-2019,8113b235,Lionel Messi,d70ce98e,goal,90+2,h
2018-2019,8113b235,Junior Firpo,24f59bb2,goal,20,a
2018-2019,8113b235,Joaquín,4c5b14d2,goal,34,a
2018-2019,8113b235,Giovani Lo Celso,d7553721,goal,71,a
2018-2019,8113b235,Sergio Canales,a6de370d,goal,83,a
2018-2019,3666ee1a,Raúl de Tomás,02ef8778,goal,45+1,h
2018-2019,3666ee1a,Álvaro García,90bbd822,goal,66,h
2018-2019,3666ee1a,Samuel Chukwueze,b8a642fc,goal,33,a
2018-2019,3666ee1a,Nicola Sansone,7eb97a8e,goal,80,a
2018-2019,3666ee1a,Álvaro González,42dcf26d,yellow_red_card,90+2,a
2018-2019,1befc598,Gabriel Mercado,bf97c188,goal,70,h
2018-2019,1befc598,Wissam Ben Yedder,942b4f90,goal,89,h
2018-2019,1befc598,Borja Iglesias,75645f0e,goal,38,a
2018-2019,349e2112,Hugo Mallo,cb574619,goal,61,h
2018-2019,349e2112,Gustavo Cabral,92b4a127,yellow_red_card,87,h
2018-2019,349e2112,Brais Méndez,c9e39d91,goal,90+4,h
2018-2019,349e2112,Karim Benzema,70d74ece,goal,23,a
2018-2019,349e2112,Gustavo Cabral,92b4a127,own_goal,56,a
2018-2019,349e2112,Sergio Ramos,08511d65,penalty_goal,83,a
2018-2019,349e2112,Dani Ceballos,c0617e2b,goal,90+1,a
2018-2019,f96bece2,Youssef En-Nesyri,04e17fd5,goal,42,h
2018-2019,61527cdb,Gonzalo Escalante,3f79a1c8,goal,16,h
2018-2019,61527cdb,Sergi Enrich,bb4b1242,goal,52,h
2018-2019,61527cdb,Kike,e897d8ba,goal,57,h
2018-2019,f8029619,Santi Mina,0b90bb97,goal,35,h
2018-2019,f8029619,Santi Mina,0b90bb97,goal,61,h
2018-2019,f8029619,Kévin Gameiro,42276181,goal,76,h
2018-2019,f8029619,Luis Advíncula,cacadf4f,yellow_red_card,87,a
2018-2019,5398d74a,Cristian Rivera,8ef81d2d,goal,23,h
2018-2019,5398d74a,Xabier Etxeita,4a895384,goal,51,h
2018-2019,5398d74a,Ezequiel Ávila,253a06b9,yellow_red_card,90+6,h
2018-2019,5398d74a,Roger Martí,0ae4e09a,goal,45+1,a
2018-2019,5398d74a,Emmanuel Boateng,2e23c66b,goal,74,a
2018-2019,21323dd4,Diego Costa,a190d597,goal,77,h
2018-2019,21323dd4,Ousmane Dembélé,b19db005,goal,90,a
2018-2019,4a60252f,Peru Nolaskoain,857cb4f3,goal,67,h
2018-2019,4a60252f,Jaime Mata,02319ad7,goal,77,a
2018-2019,7fd9cdd4,André Silva,3effaa34,goal,30,h
2018-2019,fbd38a66,Borja Iglesias,75645f0e,goal,74,h
2018-2019,fbd38a66,Cristhian Stuani,220c11f1,goal,4,a
2018-2019,fbd38a66,Cristhian Stuani,220c11f1,goal,6,a
2018-2019,fbd38a66,Seydou Doumbia,c49afee6,goal,90,a
2018-2019,c3a61aa7,Gerard Moreno,81f0781e,goal,52,h
2018-2019,c3a61aa7,Samuel Chukwueze,b8a642fc,goal,54,h
2018-2019,c3a61aa7,Giovani Lo Celso,d7553721,goal,90,a
2018-2019,1c359926,Mikel Oyarzabal,8c3c640c,goal,37,h
2018-2019,1c359926,David Zurutuza,d9bda115,goal,47,h
2018-2019,1c359926,Maxi Gómez,4c2e9442,goal,82,a
2018-2019,6f000f9e,Adri Embarba,db8f0eba,goal,53,h
2018-2019,e81f55f9,Iago Aspas,7dcf86f6,goal,38,h
2018-2019,e81f55f9,Iago Aspas,7dcf86f6,goal,77,h
2018-2019,e599678a,Toni Villa,636eae97,goal,50,h
2018-2019,e599678a,Enes Ünal,f8eca1b6,goal,90+3,h
2018-2019,e599678a,Dimitris Siovas,92d38e6c,goal,11,a
2018-2019,e599678a,Óscar Rodríguez Arnaiz,19709006,goal,42,a
2018-2019,e599678a,Guido Carrillo,8f898ba8,goal,66,a
2018-2019,e599678a,Guido Carrillo,8f898ba8,goal,75,a
2018-2019,ffd96bff,Jorge Molina,43f71e77,goal,55,h
2018-2019,ffd96bff,Jaime Mata,02319ad7,goal,65,h
2018-2019,ffd96bff,Vitorino Antunes,3e4f735d,goal,80,h
2018-2019,3e39abc5,Daniel Wass,d83bbc54,own_goal,8,h
2018-2019,3e39abc5,Lucas Vázquez,fd51b456,goal,83,h
2018-2019,ea705008,Junior Firpo,24f59bb2,goal,33,h
2018-2019,badb1786,Cristhian Stuani,220c11f1,penalty_goal,45+2,h
2018-2019,badb1786,Jonás Ramalho,be3a0121,own_goal,82,a
2018-2019,abb582f2,Gerard Piqué,adfc9123,goal,36,h
2018-2019,abb582f2,Carles Aleñá,6c811eb7,goal,87,h
2018-2019,74f50a0b,Jony,244f57b9,goal,37,h
2018-2019,74f50a0b,Wissam Ben Yedder,942b4f90,goal,78,a
2018-2019,00b0aa7a,Chema,7f203b54,goal,45+4,h
2018-2019,00b0aa7a,José Campaña,61220da2,goal,59,h
2018-2019,00b0aa7a,Roger Martí,0ae4e09a,goal,69,h
2018-2019,00b0aa7a,Peru Nolaskoain,857cb4f3,red_card,73,a
2018-2019,bf43a155,Allan Nyom,97572117,goal,64,h
2018-2019,bf43a155,Rubén Pérez,3c7bc9bd,red_card,90+3,h
2018-2019,bf43a155,Leandro Cabrera,69cbc8b6,goal,39,a
